StopName,StationID,Lon,Lat,TOWNNAME,TOWNENG
翡翠晶鑽,"974",22.58833200000,120.36015100000,鳳山區,Fengshan District
過埤路口,"968",22.58897800000,120.36278400000,鳳山區,Fengshan District
金城路口,"3503",22.58128000000,120.36508800000,小港區,Xiaogang District
二苓(二苓路),"3140",22.56548400000,120.34850700000,小港區,Xiaogang District
澄清路,"1220",22.64240300000,120.34578700000,三民區,Sanmin District
高雄市議會(忠孝國中),"4333",22.62015500000,120.34758000000,鳳山區,Fengshan District
獅湖國小(鼎中路),"675",22.67420700000,120.32186100000,三民區,Sanmin District
民康街口,"4051",22.66220000000,120.29422000000,鼓山區,Gushan District
大中路口一(華夏路),"3819",22.68351100000,120.30826400000,左營區,Zuoying District
鼎中路(天祥一路口),"4167",22.66865300000,120.31999100000,三民區,Sanmin District
裕豐街口,"4053",22.66497000000,120.29493000000,鼓山區,Gushan District
華榮公園,"3680",22.66291800000,120.29711300000,鼓山區,Gushan District
民族裕誠路口,"1157",22.66499600000,120.31626400000,三民區,Sanmin District
左營市場,"3045",22.68745400000,120.29349400000,左營區,Zuoying District
左營大路,"701",22.68621200000,120.29123500000,左營區,Zuoying District
菜公路口(左營大路),"705",22.69192300000,120.29814100000,左營區,Zuoying District
慈愛大樓,"3063",22.71309700000,120.29388300000,楠梓區,Nanzi District
加工區北門,"3076",22.72521100000,120.30400600000,楠梓區,Nanzi District
彩虹城,"3075",22.72497500000,120.30066700000,楠梓區,Nanzi District
橫山路口,"833",22.76587100000,120.37641400000,燕巢區,Yanchao District
角宿路口,"838",22.76109500000,120.36000500000,燕巢區,Yanchao District
後勁國小(捷運後勁站),"3474",22.72135100000,120.31355800000,楠梓區,Nanzi District
高雄看守所,"837",22.76154700000,120.36890200000,燕巢區,Yanchao District
武昌路口(武營路),"3214",22.61806800000,120.33639500000,苓雅區,Lingya District
武昌路口(武營路),"3213",22.61807900000,120.33651200000,苓雅區,Lingya District
大智路(光榮國小),"349",22.62355300000,120.28656900000,鹽埕區,Yancheng District
小港行政中心,"1340",22.56514000000,120.33819400000,小港區,Xiaogang District
小港分局,"3137",22.56576300000,120.34421500000,小港區,Xiaogang District
北草衙,"3545",22.58065000000,120.32294700000,前鎮區,Qianzhen District
廠邊三路口(宏平路),"3757",22.56976500000,120.35748700000,小港區,Xiaogang District
飛機路,"2493",22.57328500000,120.35896600000,小港區,Xiaogang District
山明路口(宏平路),"3755",22.56979500000,120.35974700000,小港區,Xiaogang District
航警局,"3748",22.57125100000,120.34861400000,小港區,Xiaogang District
華榮路,"3828",22.66770000000,120.29587000000,鼓山區,Gushan District
重信路口,"3264",22.68295700000,120.31227700000,左營區,Zuoying District
莊敬國小,"3595",22.65599000000,120.32300200000,三民區,Sanmin District
捷運巨蛋站(裕誠路),"4144",22.66583000000,120.30292000000,左營區,Zuoying District
自由二路口,"3832",22.66469000000,120.30935900000,左營區,Zuoying District
?埔,"1299",22.65813600000,120.38502900000,鳥松區,Niaosong District
臺鐵鳳山站,"1003",22.63148100000,120.35743200000,鳳山區,Fengshan District
臺鐵鳳山站,"1003",22.63148100000,120.35743200000,鳳山區,Fengshan District
新庄仔,"686",22.66957400000,120.30542300000,左營區,Zuoying District
天皇別墅,"4912",22.66378800000,120.37566600000,鳥松區,Niaosong District
京城世界,"4533",22.66364900000,120.31447100000,三民區,Sanmin District
三多市場(民權二路),"3541",22.61601600000,120.31440800000,前鎮區,Qianzhen District
三光街口,"4518",22.59421100000,120.32615200000,鳳山區,Fengshan District
市政大樓(民權一路),"429",22.61949900000,120.31376400000,苓雅區,Lingya District
四維國小(民權一路),"103",22.62273900000,120.31216800000,苓雅區,Lingya District
正義高中,"1052",22.60106200000,120.34021500000,鳳山區,Fengshan District
許厝(凱旋路口),"3395",22.61201400000,120.35029800000,鳳山區,Fengshan District
五甲國小,"3603",22.59837000000,120.33624800000,鳳山區,Fengshan District
南福街口,"3393",22.60951300000,120.34864300000,鳳山區,Fengshan District
崗山仔,"3238",22.60543600000,120.32943800000,前鎮區,Qianzhen District
南寧街口,"3356",22.61310000000,120.31702000000,前鎮區,Qianzhen District
一心一路口(輕軌籬仔內站),"2669",22.60627800000,120.32481200000,前鎮區,Qianzhen District
新興市場,"3375",22.62852000000,120.30430000000,新興區,Xinxing District
高雄車站(建國路),"883",22.63787200000,120.30117100000,三民區,Sanmin District
楠梓加工區,"3468",22.71738700000,120.30312700000,楠梓區,Nanzi District
加昌路,"3471",22.71976900000,120.31053800000,楠梓區,Nanzi District
民族大順路口,"879",22.65763300000,120.31554700000,三民區,Sanmin District
福檳社區,"3736",22.68655000000,120.32036600000,左營區,Zuoying District
捷運楠梓科技園區站,"1055",22.71865900000,120.30664800000,楠梓區,Nanzi District
鼎中路(天祥一路口),"4167",22.66865300000,120.31999100000,三民區,Sanmin District
中山國中,"2524",22.56681400000,120.35525900000,小港區,Xiaogang District
小港分局,"3138",22.56570200000,120.34425100000,小港區,Xiaogang District
中安路(高鳳路口),"2881",22.58494900000,120.36729200000,小港區,Xiaogang District
澄清澄和路口,"2902",22.64390100000,120.34615100000,三民區,Sanmin District
田中央路口,"4345",22.59534700000,120.35946700000,鳳山區,Fengshan District
中安路口(鳳頂路),"4346",22.58587000000,120.35870000000,鳳山區,Fengshan District
高鐵左營站,"2777",22.68705800000,120.30871500000,左營區,Zuoying District
鼎中路(天祥一路口),"4166",22.66820500000,120.32003500000,三民區,Sanmin District
天祥一路,"3730",22.66801000000,120.31846000000,三民區,Sanmin District
輔仁路口(三多一路),"2272",22.62368300000,120.33390400000,苓雅區,Lingya District
健仁醫院,"2142",22.72376900000,120.32939900000,楠梓區,Nanzi District
四維路口(光華一路),"3914",22.62056500000,120.31685700000,苓雅區,Lingya District
華夏路口(重愛路),"2167",22.68706300000,120.31374600000,左營區,Zuoying District
榮總側門,"2487",22.67960100000,120.32181300000,左營區,Zuoying District
曾子路(原生植物園),"4168",22.68235100000,120.30368300000,左營區,Zuoying District
明倫路口,"4128",22.66577500000,120.29739000000,鼓山區,Gushan District
立民路,"4937",22.74135100000,120.33726300000,楠梓區,Nanzi District
加昌國小,"3068",22.72020400000,120.29650500000,楠梓區,Nanzi District
加昌國小,"3069",22.72031700000,120.29628100000,楠梓區,Nanzi District
莒光國小,"3061",22.71010800000,120.29620800000,楠梓區,Nanzi District
豐穀宮(進學路口),"703",22.69051300000,120.29659600000,左營區,Zuoying District
橫山國小,"830",22.76761800000,120.37939000000,燕巢區,Yanchao District
石格,"821",22.77376300000,120.40462100000,燕巢區,Yanchao District
塔仔腳,"829",22.77103300000,120.38530800000,燕巢區,Yanchao District
楠梓火車站,"2136",22.72761200000,120.32553000000,楠梓區,Nanzi District
楠梓派出所(旗楠路),"2158",22.73105800000,120.32829400000,楠梓區,Nanzi District
監理所(都會公園),"3479",22.73104600000,120.31691300000,楠梓區,Nanzi District
四維路口(光華一路),"3913",22.62072700000,120.31696800000,苓雅區,Lingya District
漢神百貨,"3674",22.61914600000,120.29561100000,苓雅區,Lingya District
苓雅一路口,"3915",22.62250100000,120.31625000000,苓雅區,Lingya District
小港分局,"3138",22.56570200000,120.34425100000,小港區,Xiaogang District
草衙,"2446",22.57694600000,120.32381300000,前鎮區,Qianzhen District
宏平路,"3761",22.56975900000,120.35143200000,小港區,Xiaogang District
光華路口(中山三路),"3530",22.60247200000,120.31116700000,前鎮區,Qianzhen District
廠邊三路口(飛機路),"2885",22.57313400000,120.35704200000,小港區,Xiaogang District
航警局,"3749",22.57127700000,120.34835000000,小港區,Xiaogang District
裕誠路口(華榮路),"3831",22.66627900000,120.29696200000,鼓山區,Gushan District
孟子路口,"2302",22.67847100000,120.30239800000,左營區,Zuoying District
新光國小,"3821",22.68068300000,120.30485800000,左營區,Zuoying District
金吉順公司,"4985",22.63802600000,120.37392000000,鳳山區,Fengshan District
仁美活動中心,"5021",22.65353700000,120.39385900000,鳥松區,Niaosong District
高旗工家,"4995",22.63602300000,120.36977400000,鳳山區,Fengshan District
金吉順公司,"4984",22.63806000000,120.37361000000,鳳山區,Fengshan District
鼎金後路,"3581",22.67082500000,120.32474400000,三民區,Sanmin District
仁忠路口,"5014",22.67579800000,120.35681800000,仁武區,Renwu District
新莊高中(民族一路),"872",22.68069800000,120.31951200000,左營區,Zuoying District
五甲,"2847",22.59290400000,120.32756100000,鳳山區,Fengshan District
五甲農會,"2056",22.59658000000,120.33352600000,鳳山區,Fengshan District
國昌路口(國泰路二段),"4335",22.61722200000,120.35212600000,鳳山區,Fengshan District
捷運鹽埕埔站(大仁路),"2609",22.62522900000,120.28531500000,鹽埕區,Yancheng District
南福街口,"3394",22.60964900000,120.34858300000,鳳山區,Fengshan District
南京路口(南福街),"2370",22.61306800000,120.34629900000,鳳山區,Fengshan District
一甲(鳳山),"4513",22.60018900000,120.33852600000,鳳山區,Fengshan District
輕軌機廠站,"2970",22.60946600000,120.32554000000,前鎮區,Qianzhen District
民權公園(二聖二路),"3358",22.61350000000,120.31383000000,前鎮區,Qianzhen District
電信總局,"3379",22.63336800000,120.30473100000,新興區,Xinxing District
十全國小,"3744",22.64587200000,120.29821100000,三民區,Sanmin District
三民國中,"42",22.64522000000,120.30679500000,三民區,Sanmin District
加昌站,"374",22.71886100000,120.29872700000,楠梓區,Nanzi District
臺鐵三塊厝站(自立路),"2911",22.63962300000,120.29620500000,三民區,Sanmin District
文藻外語大學(鼎中路),"674",22.67118900000,120.32075800000,三民區,Sanmin District
慈雲寺(楠梓區公所),"2153",22.73020000000,120.32737700000,楠梓區,Nanzi District
過埤國小,"966",22.59134100000,120.36273600000,鳳山區,Fengshan District
鳳頂路口,"4700",22.59448400000,120.36211300000,鳳山區,Fengshan District
澄清路,"1219",22.64232800000,120.34603500000,三民區,Sanmin District
孔宅,"1906",22.57957000000,120.37128500000,小港區,Xiaogang District
高松市場,"3494",22.57332400000,120.37121000000,小港區,Xiaogang District
左營新光三越,"3838",22.68899400000,120.31072500000,左營區,Zuoying District
警廣站(重忠路),"3803",22.68824100000,120.31676700000,左營區,Zuoying District
龍勝路口(凹子底公園),"3678",22.66101500000,120.29542700000,鼓山區,Gushan District
河堤公園(明誠二路),"2433",22.66064600000,120.31069500000,左營區,Zuoying District
華夏路口(重愛路),"2167",22.68706300000,120.31374600000,左營區,Zuoying District
大公路,"3280",22.62734400000,120.28340800000,鹽埕區,Yancheng District
東翠屏里,"3478",22.72820500000,120.31236200000,楠梓區,Nanzi District
加昌路口(捷運後勁站),"3082",22.72347600000,120.31627500000,楠梓區,Nanzi District
文藻外語大學(鼎中路),"673",22.67095300000,120.32087500000,三民區,Sanmin District
富民路口,"3641",22.66580500000,120.30454600000,左營區,Zuoying District
天祥一路,"3730",22.66801000000,120.31846000000,三民區,Sanmin District
鼎中路(天祥一路口),"4167",22.66865300000,120.31999100000,三民區,Sanmin District
捷運巨蛋站(裕誠路),"4143",22.66572000000,120.30280000000,鼓山區,Gushan District
民族裕誠路口,"1156",22.66479200000,120.31649500000,三民區,Sanmin District
祥和山莊,"3053",22.69763000000,120.30184500000,左營區,Zuoying District
常德路,"3905",22.73935300000,120.33689400000,楠梓區,Nanzi District
莒光新村(後昌路),"3058",22.70807600000,120.29925800000,楠梓區,Nanzi District
加昌路口(捷運後勁站),"3083",22.72382900000,120.31628200000,楠梓區,Nanzi District
西塢食品,"1398",22.75032900000,120.35209300000,大社區,Dashe District
高師大門口,"4885",22.78176000000,120.40463700000,燕巢區,Yanchao District
加昌路,"3472",22.72007700000,120.31026100000,楠梓區,Nanzi District
楠梓派出所(旗楠路),"2157",22.73133400000,120.32921400000,楠梓區,Nanzi District
高雄看守所,"836",22.76129500000,120.36938000000,燕巢區,Yanchao District
新康街口,"4692",22.61716000000,120.34313000000,鳳山區,Fengshan District
三多二路口(光華夜市),"3911",22.61891900000,120.31763500000,苓雅區,Lingya District
輔仁路口(三多一路),"2273",22.62368100000,120.33384800000,苓雅區,Lingya District
高雄女中(真愛碼頭),"333",22.62080700000,120.29206900000,前金區,Qianjin District
前鎮國中,"2518",22.58362300000,120.32228600000,前鎮區,Qianzhen District
宏平路,"3760",22.56993600000,120.35139100000,小港區,Xiaogang District
佛公,"1781",22.57515700000,120.32533400000,前鎮區,Qianzhen District
金府路口,"3759",22.56976800000,120.35527900000,小港區,Xiaogang District
北江街口,"3631",22.58985700000,120.32059600000,前鎮區,Qianzhen District
小港站,"2458",22.56536400000,120.34072000000,小港區,Xiaogang District
大順二路,"3836",22.65089800000,120.32280500000,三民區,Sanmin District
鼎金國小,"3406",22.65688600000,120.32133100000,三民區,Sanmin District
