COUNTY_ID,COUNTY,TOWN_ID,TOWN,M_F_RAT,P_H_CNT,P_DEN,DEPENDENCY_RAT,A0A14_A15A65_RAT,A65UP_A15A64_RAT,A65_A0A14_RAT,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,性比例,戶量,人口密度,扶養比,扶幼比,扶老比,老化指數,資料時間
"68000","桃園市","68000060","大園區",102.3900000000000000,2.55,997.13,39.45,18.64,20.81,111.60,"113Y06M"
"68000","桃園市","68000070","龜山區",97.1600000000000000,2.31,2504.95,38.90,17.33,21.57,124.46,"113Y06M"
"68000","桃園市","68000080","八德區",97.8100000000000000,2.60,6350.34,41.79,19.78,22.02,111.32,"113Y06M"
"68000","桃園市","68000090","龍潭區",98.3400000000000000,2.67,1686.46,42.82,18.13,24.69,136.19,"113Y06M"
"68000","桃園市","68000100","平鎮區",97.2600000000000000,2.69,4806.99,41.58,19.61,21.97,112.04,"113Y06M"
"68000","桃園市","68000110","新屋區",112.1800000000000000,2.68,580.18,45.58,16.05,29.53,183.95,"113Y06M"
"68000","桃園市","68000120","觀音區",106.3300000000000000,2.61,852.71,37.62,17.47,20.15,115.32,"113Y06M"
"68000","桃園市","68000130","復興區",109.6200000000000000,3.28,37.59,43.66,22.37,21.29,95.18,"113Y06M"
"66000","臺中市","66000010","中區",96.2500000000000000,2.15,20338.52,67.81,30.31,37.50,123.72,"113Y06M"
"66000","臺中市","66000020","東區",96.7900000000000000,2.48,8338.59,42.32,15.84,26.49,167.27,"113Y06M"
"66000","臺中市","66000030","南區",90.9200000000000000,2.41,18644.22,36.37,15.80,20.58,130.26,"113Y06M"
"66000","臺中市","66000040","西區",88.6400000000000000,2.38,19967.39,50.12,20.81,29.31,140.83,"113Y06M"
"66000","臺中市","66000050","北區",90.0300000000000000,2.30,20723.02,45.08,15.92,29.17,183.24,"113Y06M"
"66000","臺中市","66000060","西屯區",90.8200000000000000,2.46,5924.51,40.32,20.28,20.04,98.86,"113Y06M"
"66000","臺中市","66000070","南屯區",90.2500000000000000,2.50,5872.77,38.47,21.00,17.47,83.20,"113Y06M"
"66000","臺中市","66000080","北屯區",90.3300000000000000,2.50,4898.60,40.59,19.80,20.79,105.01,"113Y06M"
"66000","臺中市","66000090","豐原區",96.3800000000000000,2.87,3975.86,45.29,19.26,26.03,135.12,"113Y06M"
"66000","臺中市","66000100","東勢區",103.8200000000000000,2.67,401.64,49.37,13.65,35.72,261.77,"113Y06M"
"66000","臺中市","66000110","大甲區",99.9700000000000000,3.00,1273.00,45.83,19.83,26.00,131.13,"113Y06M"
"66000","臺中市","66000120","清水區",103.7200000000000000,2.77,1404.48,42.41,17.78,24.63,138.57,"113Y06M"
"66000","臺中市","66000130","沙鹿區",100.1400000000000000,2.87,2457.93,42.22,22.64,19.58,86.47,"113Y06M"
"66000","臺中市","66000140","梧棲區",99.6700000000000000,2.89,3717.76,41.10,20.12,20.97,104.21,"113Y06M"
"66000","臺中市","66000150","后里區",100.5400000000000000,3.05,907.73,43.72,18.03,25.69,142.45,"113Y06M"
"66000","臺中市","66000160","神岡區",103.5500000000000000,3.07,1831.50,40.79,16.53,24.26,146.79,"113Y06M"
"66000","臺中市","66000170","潭子區",96.7800000000000000,2.79,4214.52,38.09,17.18,20.91,121.70,"113Y06M"
"66000","臺中市","66000180","大雅區",98.3100000000000000,3.00,2949.41,38.38,19.38,19.00,98.04,"113Y06M"
"66000","臺中市","66000190","新社區",106.3100000000000000,2.90,333.75,45.97,13.10,32.86,250.78,"113Y06M"
"66000","臺中市","66000200","石岡區",106.2700000000000000,2.83,768.29,46.72,12.80,33.91,264.86,"113Y06M"
"66000","臺中市","66000210","外埔區",104.3300000000000000,3.01,731.65,39.35,14.79,24.56,166.00,"113Y06M"
"66000","臺中市","66000220","大安區",110.9600000000000000,3.12,1579.21,40.18,12.45,27.74,222.85,"113Y06M"
"66000","臺中市","66000230","烏日區",98.4500000000000000,2.65,1857.47,40.26,19.10,21.16,110.79,"113Y06M"
"66000","臺中市","66000240","大肚區",103.1700000000000000,2.90,1510.04,40.45,16.03,24.41,152.27,"113Y06M"
"66000","臺中市","66000250","龍井區",100.4700000000000000,2.98,2068.11,37.11,17.38,19.73,113.50,"113Y06M"
"66000","臺中市","66000260","霧峰區",102.1300000000000000,2.94,648.09,43.55,15.88,27.68,174.29,"113Y06M"
"66000","臺中市","66000270","太平區",96.6000000000000000,2.72,1646.39,40.22,18.68,21.54,115.30,"113Y06M"
"66000","臺中市","66000280","大里區",94.9800000000000000,2.80,7355.95,40.34,19.09,21.25,111.31,"113Y06M"
"66000","臺中市","66000290","和平區",114.0300000000000000,2.27,10.32,45.07,13.67,31.40,229.63,"113Y06M"
"67000","臺南市","67000010","新營區",96.3100000000000000,2.48,1944.08,47.86,17.44,30.42,174.44,"113Y06M"
"67000","臺南市","67000020","鹽水區",108.0700000000000000,2.37,461.19,47.47,12.94,34.52,266.71,"113Y06M"
"67000","臺南市","67000030","白河區",108.5400000000000000,2.44,202.63,55.44,11.43,44.01,385.13,"113Y06M"
"67000","臺南市","67000040","柳營區",108.8800000000000000,2.50,328.21,47.17,11.43,35.74,312.54,"113Y06M"
"67000","臺南市","67000050","後壁區",106.2500000000000000,2.46,296.90,54.64,10.19,44.45,436.16,"113Y06M"
"67000","臺南市","67000060","東山區",114.2600000000000000,2.37,152.23,52.24,10.17,42.07,413.78,"113Y06M"
"67000","臺南市","67000070","麻豆區",102.6600000000000000,2.58,797.75,49.40,15.83,33.58,212.17,"113Y06M"
"67000","臺南市","67000080","下營區",106.4500000000000000,2.38,663.96,50.49,12.88,37.61,292.07,"113Y06M"
"67000","臺南市","67000090","六甲區",106.4300000000000000,2.59,313.19,47.56,14.08,33.48,237.86,"113Y06M"
"67000","臺南市","67000100","官田區",103.9400000000000000,2.50,293.11,41.21,11.98,29.23,244.09,"113Y06M"
"67000","臺南市","67000110","大內區",115.3200000000000000,2.39,123.16,55.22,9.54,45.69,479.14,"113Y06M"
"67000","臺南市","67000120","佳里區",97.0200000000000000,2.63,1499.07,45.55,16.34,29.21,178.72,"113Y06M"
"67000","臺南市","67000130","學甲區",104.9500000000000000,2.48,455.86,44.26,12.31,31.94,259.40,"113Y06M"
"67000","臺南市","67000140","西港區",101.4800000000000000,2.73,740.23,42.57,14.34,28.23,196.86,"113Y06M"
"67000","臺南市","67000150","七股區",106.8400000000000000,2.66,191.24,44.88,11.31,33.56,296.66,"113Y06M"
"67000","臺南市","67000160","將軍區",104.2000000000000000,2.57,430.78,46.56,9.17,37.39,407.51,"113Y06M"
"67000","臺南市","67000170","北門區",101.5300000000000000,2.49,223.51,40.65,8.06,32.59,404.25,"113Y06M"
"67000","臺南市","67000180","新化區",102.0200000000000000,2.77,685.26,44.19,14.52,29.67,204.37,"113Y06M"
"67000","臺南市","67000190","善化區",100.6000000000000000,2.51,954.82,47.26,23.22,24.04,103.53,"113Y06M"
"67000","臺南市","67000200","新市區",100.8200000000000000,2.65,791.74,42.18,19.43,22.75,117.05,"113Y06M"
"67000","臺南市","67000210","安定區",105.6500000000000000,2.71,953.53,40.14,14.10,26.04,184.67,"113Y06M"
"67000","臺南市","67000220","山上區",111.1500000000000000,2.54,250.02,46.40,11.91,34.49,289.59,"113Y06M"
"67000","臺南市","67000230","玉井區",106.6100000000000000,2.49,169.50,53.62,11.95,41.67,348.66,"113Y06M"
"67000","臺南市","67000240","楠西區",112.2100000000000000,2.51,78.45,51.83,8.88,42.95,483.70,"113Y06M"
"67000","臺南市","67000250","南化區",115.3700000000000000,2.86,46.01,53.49,10.85,42.64,392.83,"113Y06M"
"67000","臺南市","67000260","左鎮區",133.6700000000000000,2.30,55.78,57.60,6.11,51.49,842.59,"113Y06M"
"67000","臺南市","67000270","仁德區",100.7700000000000000,2.54,1528.14,40.47,15.11,25.36,167.82,"113Y06M"
"67000","臺南市","67000280","歸仁區",101.3900000000000000,2.77,1239.10,41.35,17.18,24.17,140.66,"113Y06M"
"67000","臺南市","67000290","關廟區",104.4300000000000000,2.79,618.22,45.66,12.57,33.09,263.33,"113Y06M"
"67000","臺南市","67000300","龍崎區",119.7200000000000000,2.35,53.21,58.46,5.44,53.02,975.21,"113Y06M"
"67000","臺南市","67000310","永康區",95.8100000000000000,2.56,5844.35,37.48,16.94,20.54,121.26,"113Y06M"
"67000","臺南市","67000320","東區",90.4400000000000000,2.43,19603.68,47.23,19.90,27.33,137.36,"113Y06M"
"67000","臺南市","67000330","南區",96.2600000000000000,2.49,17735.72,43.70,12.73,30.98,243.43,"113Y06M"
"67000","臺南市","67000340","北區",93.3600000000000000,2.39,18202.12,43.15,15.26,27.89,182.80,"113Y06M"
"67000","臺南市","67000350","安南區",100.0800000000000000,2.78,1893.17,39.48,18.78,20.69,110.17,"113Y06M"
"67000","臺南市","67000360","安平區",88.8600000000000000,2.37,6293.88,35.52,15.71,19.81,126.08,"113Y06M"
"67000","臺南市","67000370","中西區",92.7400000000000000,2.33,12408.47,57.49,23.52,33.98,144.49,"113Y06M"
"64000","高雄市","64000010","鹽埕區",95.9100000000000000,2.07,15820.92,53.96,11.14,42.82,384.39,"113Y06M"
"64000","高雄市","64000020","鼓山區",90.9500000000000000,2.28,9553.76,48.43,21.00,27.43,130.63,"113Y06M"
"64000","高雄市","64000030","左營區",90.3300000000000000,2.34,10189.61,39.92,17.54,22.38,127.59,"113Y06M"
"64000","高雄市","64000040","楠梓區",94.8500000000000000,2.41,7503.68,41.70,20.02,21.68,108.28,"113Y06M"
"64000","高雄市","64000050","三民區",91.6000000000000000,2.32,16752.90,46.37,16.42,29.95,182.42,"113Y06M"
"64000","高雄市","64000060","新興區",90.4100000000000000,2.09,25057.17,58.51,17.29,41.23,238.47,"113Y06M"
"64000","高雄市","64000070","前金區",87.4500000000000000,1.94,14608.30,52.33,10.96,41.37,377.51,"113Y06M"
"64000","高雄市","64000080","苓雅區",90.0900000000000000,2.19,20112.48,54.03,16.38,37.65,229.81,"113Y06M"
"64000","高雄市","64000090","前鎮區",95.2800000000000000,2.24,9366.39,45.05,13.91,31.14,223.80,"113Y06M"
"64000","高雄市","64000100","旗津區",104.3300000000000000,2.43,17709.54,39.00,10.33,28.67,277.67,"113Y06M"
"64000","高雄市","64000110","小港區",96.6100000000000000,2.19,3405.75,40.21,15.97,24.24,151.76,"113Y06M"
"64000","高雄市","64000120","鳳山區",94.2900000000000000,2.39,13293.17,43.39,17.31,26.08,150.66,"113Y06M"
"64000","高雄市","64000130","林園區",100.0900000000000000,2.48,2108.07,39.86,14.93,24.92,166.91,"113Y06M"
"64000","高雄市","64000140","大寮區",102.6900000000000000,2.48,1575.68,38.14,13.33,24.82,186.22,"113Y06M"
"64000","高雄市","64000150","大樹區",103.5100000000000000,2.82,602.83,42.13,12.16,29.96,246.40,"113Y06M"
"64000","高雄市","64000160","大社區",102.4300000000000000,2.46,1266.55,38.86,12.10,26.76,221.06,"113Y06M"
"64000","高雄市","64000170","仁武區",100.7000000000000000,2.37,2713.66,35.79,15.47,20.31,131.27,"113Y06M"
"64000","高雄市","64000180","鳥松區",100.1800000000000000,2.24,1804.36,43.43,11.66,31.77,272.53,"113Y06M"
"64000","高雄市","64000190","岡山區",96.8500000000000000,2.62,1989.30,44.08,17.52,26.56,151.61,"113Y06M"
"64000","高雄市","64000200","橋頭區",99.6000000000000000,2.38,1626.04,42.13,14.55,27.58,189.60,"113Y06M"
"64000","高雄市","64000210","燕巢區",109.7800000000000000,2.60,438.06,42.42,11.89,30.53,256.84,"113Y06M"
"64000","高雄市","64000220","田寮區",124.1200000000000000,2.14,69.28,56.95,7.02,49.94,711.85,"113Y06M"
"64000","高雄市","64000230","阿蓮區",100.8600000000000000,2.86,787.81,43.23,15.01,28.22,188.10,"113Y06M"
"64000","高雄市","64000240","路竹區",102.2900000000000000,2.86,1033.88,46.80,17.82,28.98,162.65,"113Y06M"
"64000","高雄市","64000250","湖內區",103.0300000000000000,2.57,1463.38,39.56,13.46,26.10,193.89,"113Y06M"
"64000","高雄市","64000260","茄萣區",103.8100000000000000,2.72,1846.04,41.84,12.82,29.02,226.39,"113Y06M"
"64000","高雄市","64000270","永安區",98.4200000000000000,2.37,612.45,37.41,13.15,24.27,184.60,"113Y06M"
"64000","高雄市","64000280","彌陀區",103.3800000000000000,2.64,1230.95,40.62,12.83,27.78,216.51,"113Y06M"
"64000","高雄市","64000290","梓官區",104.9600000000000000,2.61,2996.28,38.89,12.09,26.80,221.65,"113Y06M"
"64000","高雄市","64000300","旗山區",104.7300000000000000,2.48,360.13,52.05,13.67,38.38,280.68,"113Y06M"
"64000","高雄市","64000310","美濃區",110.9400000000000000,2.43,305.85,57.98,10.89,47.09,432.53,"113Y06M"
"64000","高雄市","64000320","六龜區",115.9600000000000000,2.17,59.65,49.70,10.11,39.59,391.69,"113Y06M"
"64000","高雄市","64000330","甲仙區",111.3700000000000000,2.40,44.21,49.73,9.97,39.76,398.90,"113Y06M"
"64000","高雄市","64000340","杉林區",121.5000000000000000,2.30,104.23,51.61,10.10,41.51,411.08,"113Y06M"
"64000","高雄市","64000350","內門區",116.8000000000000000,2.56,136.01,47.51,8.52,38.99,457.79,"113Y06M"
"64000","高雄市","64000360","茂林區",96.5500000000000000,3.00,9.69,31.58,16.88,14.71,87.14,"113Y06M"
"64000","高雄市","64000370","桃源區",108.0600000000000000,3.03,4.53,33.56,19.14,14.41,75.29,"113Y06M"
"64000","高雄市","64000380","那瑪夏區",104.4000000000000000,3.57,12.47,39.65,24.65,15.00,60.86,"113Y06M"
"10002","宜蘭縣","10002010","宜蘭市",94.0600000000000000,2.46,3230.41,46.78,19.64,27.14,138.18,"113Y06M"
"10002","宜蘭縣","10002020","羅東鎮",88.9200000000000000,2.57,6164.32,52.67,23.04,29.64,128.65,"113Y06M"
"10002","宜蘭縣","10002030","蘇澳鎮",102.7400000000000000,2.56,418.03,46.98,13.41,33.57,250.34,"113Y06M"
"10002","宜蘭縣","10002040","頭城鎮",105.4400000000000000,2.62,279.21,43.35,14.22,29.13,204.90,"113Y06M"
"10002","宜蘭縣","10002050","礁溪鄉",106.7800000000000000,2.31,345.28,42.63,13.09,29.54,225.77,"113Y06M"
"10002","宜蘭縣","10002060","壯圍鄉",108.8400000000000000,2.53,634.48,38.83,11.58,27.25,235.36,"113Y06M"
"10002","宜蘭縣","10002070","員山鄉",111.0400000000000000,2.54,286.83,38.60,11.80,26.80,227.11,"113Y06M"
"10002","宜蘭縣","10002080","冬山鄉",101.8300000000000000,2.54,665.88,43.52,15.39,28.13,182.85,"113Y06M"
"10002","宜蘭縣","10002090","五結鄉",102.7500000000000000,2.45,1059.25,39.55,12.97,26.59,204.99,"113Y06M"
"10002","宜蘭縣","10002100","三星鄉",117.5700000000000000,2.26,146.62,42.16,10.57,31.59,298.92,"113Y06M"
"10002","宜蘭縣","10002110","大同鄉",116.2500000000000000,2.94,9.11,38.91,20.48,18.44,90.03,"113Y06M"
"10002","宜蘭縣","10002120","南澳鄉",103.7500000000000000,2.87,8.23,43.65,25.51,18.13,71.07,"113Y06M"
"10004","新竹縣","10004010","竹北市",98.6500000000000000,2.61,4652.21,43.11,29.99,13.12,43.76,"113Y06M"
"10004","新竹縣","10004020","竹東鎮",101.3200000000000000,2.62,1820.61,41.36,18.62,22.74,122.16,"113Y06M"
"10004","新竹縣","10004030","新埔鎮",113.5500000000000000,2.65,460.67,42.78,11.58,31.20,269.35,"113Y06M"
"10004","新竹縣","10004040","關西鎮",115.7400000000000000,2.82,212.15,47.28,12.96,34.32,264.83,"113Y06M"
"10004","新竹縣","10004050","湖口鄉",101.7300000000000000,2.62,1424.14,39.63,19.37,20.26,104.62,"113Y06M"
"10004","新竹縣","10004060","新豐鄉",104.4900000000000000,2.77,1274.27,39.46,20.47,18.99,92.79,"113Y06M"
"10004","新竹縣","10004070","芎林鄉",112.2200000000000000,2.69,498.68,40.04,11.92,28.12,235.93,"113Y06M"
"10004","新竹縣","10004080","橫山鄉",116.7800000000000000,2.76,182.05,50.55,12.63,37.93,300.39,"113Y06M"
"10004","新竹縣","10004090","北埔鄉",121.8100000000000000,2.73,166.00,46.92,11.41,35.51,311.33,"113Y06M"
"10004","新竹縣","10004100","寶山鄉",117.6200000000000000,2.34,223.81,34.97,10.10,24.87,246.27,"113Y06M"
"10004","新竹縣","10004110","峨眉鄉",122.3100000000000000,2.45,109.63,57.01,10.25,46.76,456.12,"113Y06M"
"10004","新竹縣","10004120","尖石鄉",107.8200000000000000,3.21,17.98,40.75,24.88,15.86,63.74,"113Y06M"
"10004","新竹縣","10004130","五峰鄉",117.1300000000000000,2.51,19.32,38.29,16.72,21.57,128.95,"113Y06M"
"10005","苗栗縣","10005010","苗栗市",98.2000000000000000,2.58,2276.12,47.83,17.33,30.50,175.98,"113Y06M"
"10005","苗栗縣","10005020","苑裡鎮",108.8100000000000000,2.78,638.11,40.22,13.68,26.54,193.98,"113Y06M"
"10005","苗栗縣","10005030","通霄鎮",113.1400000000000000,2.69,287.61,46.44,11.64,34.80,299.07,"113Y06M"
"10005","苗栗縣","10005040","竹南鎮",101.0200000000000000,2.65,2400.56,42.09,21.83,20.26,92.82,"113Y06M"
"10005","苗栗縣","10005050","頭份市",101.1300000000000000,2.66,2005.31,41.07,19.94,21.14,106.03,"113Y06M"
"10005","苗栗縣","10005060","後龍鎮",111.3300000000000000,2.75,446.72,42.32,13.42,28.90,215.38,"113Y06M"
"10005","苗栗縣","10005070","卓蘭鎮",109.8300000000000000,2.61,197.25,50.14,11.81,38.33,324.58,"113Y06M"
"10005","苗栗縣","10005080","大湖鄉",115.4600000000000000,2.50,141.11,48.15,11.38,36.77,322.94,"113Y06M"
"10005","苗栗縣","10005090","公館鄉",108.0600000000000000,2.82,434.47,45.36,14.55,30.82,211.81,"113Y06M"
"10005","苗栗縣","10005100","銅鑼鄉",112.9000000000000000,2.66,208.93,47.28,13.66,33.62,246.08,"113Y06M"
"10005","苗栗縣","10005110","南庄鄉",123.1700000000000000,2.31,52.97,47.20,10.41,36.79,353.39,"113Y06M"
"10005","苗栗縣","10005120","頭屋鄉",113.3000000000000000,2.66,184.52,44.99,9.73,35.26,362.46,"113Y06M"
"10005","苗栗縣","10005130","三義鄉",112.6900000000000000,2.64,213.97,45.22,14.16,31.06,219.28,"113Y06M"
"10005","苗栗縣","10005140","西湖鄉",129.4400000000000000,2.40,149.53,47.57,7.06,40.51,573.47,"113Y06M"
